query	service	action	params

播放关喆的想你的夜	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '关喆的想你的夜', 'norm': '关喆的想你的夜', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放光良的请不要在别人的肩上哭泣	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '光良的请不要在别人的肩上哭泣', 'norm': '光良的请不要在别人的肩上哭泣', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放郭静的下一个天亮	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '郭静的下一个天亮', 'norm': '郭静的下一个天亮', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放海鸣威的你的承诺	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '海鸣威的你的承诺', 'norm': '海鸣威的你的承诺', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放海生的情一动心就痛	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '海生的情一动心就痛', 'norm': '海生的情一动心就痛', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放韩安旭的多幸运	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '韩安旭的多幸运', 'norm': '韩安旭的多幸运', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放韩红的天亮了	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '韩红的天亮了', 'norm': '韩红的天亮了', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放好妹妹乐队的不说再见	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '好妹妹乐队的不说再见', 'norm': '好妹妹乐队的不说再见', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放郝琪力的刀怒斩逆徒	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '郝琪力的刀怒斩逆徒', 'norm': '郝琪力的刀怒斩逆徒', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放何超与海胆仔的好女孩	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '何超与海胆仔的好', 'norm': '何超与海胆仔的好', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"crowd":"女孩"}]', 'norm': '[{"crowd":"女生"}]', 'logic': '0', 'paramType': '{"crowd":"@sys.entity.MUSIC_TAG_CROWD"}', 'code': 0}}

播放何炅的另一个自己	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '何炅的另一个自己', 'norm': '何炅的另一个自己', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放何佳乐的舍离断	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '何佳乐的舍离断', 'norm': '何佳乐的舍离断', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放何洁的你一定要幸福	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '何洁的你一定要幸福', 'norm': '何洁的你一定要幸福', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放河图的倾尽天下	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '河图的倾尽天下', 'norm': '河图的倾尽天下', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放贺一航的海棠花开	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '贺一航的海棠花开', 'norm': '贺一航的海棠花开', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黑鸭子的阿里郎	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黑鸭子的阿里郎', 'norm': '黑鸭子的阿里郎', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放后弦的娃娃脸	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '后弦的娃娃脸', 'norm': '后弦的娃娃脸', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放呼可儿的爱过你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '呼可儿的爱过你', 'norm': '呼可儿的爱过你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放胡歌的忘记时间	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '胡歌的忘记时间', 'norm': '胡歌的忘记时间', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放胡夏的那些年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '胡夏的那些年', 'norm': '胡夏的那些年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放胡杏儿的一刀了断	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '胡杏儿的一刀了断', 'norm': '胡杏儿的一刀了断', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放胡彦斌的在一起	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '胡彦斌的在一起', 'norm': '胡彦斌的在一起', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放花粥的我想带你去美丽的春天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '花粥的我想带你去美丽的春天', 'norm': '花粥的我想带你去美丽的春天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放华晨宇的国王与乞丐	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '华晨宇的国王与乞丐', 'norm': '华晨宇的国王与乞丐', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄博的快乐有你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄博的快乐有你', 'norm': '黄博的快乐有你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄渤的不醉	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄渤的不醉', 'norm': '黄渤的不醉', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄家强的无泪的遗憾	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄家强的无泪的遗憾', 'norm': '黄家强的无泪的遗憾', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄龄的痒	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄龄的痒', 'norm': '黄龄的痒', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄小琥的没那么简单	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄小琥的没那么简单', 'norm': '黄小琥的没那么简单', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄晓明的光阴的故事	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄晓明的光阴的故事', 'norm': '黄晓明的光阴的故事', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄勇的勇敢勇敢	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄勇的勇敢勇敢', 'norm': '黄勇的勇敢勇敢', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放黄子韬的New day	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黄子韬的new day', 'norm': '黄子韬的new day', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放回音哥的寻找和你的未来	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '回音哥的寻找和你的未来', 'norm': '回音哥的寻找和你的未来', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放霍建华的逍遥	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '霍建华的逍遥', 'norm': '霍建华的逍遥', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放霍尊的卷珠帘	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '霍尊的卷珠帘', 'norm': '霍尊的卷珠帘', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放吉克隽逸的彩色的黑	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '吉克隽逸的彩色的黑', 'norm': '吉克隽逸的彩色的黑', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放贾乃亮的大王叫我来巡山	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '贾乃亮的大王叫我来巡山', 'norm': '贾乃亮的大王叫我来巡山', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放贾征宇的漂洋过海来看你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '贾征宇的漂洋过海来看你', 'norm': '贾征宇的漂洋过海来看你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放简弘亦的小缘家	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '简弘亦的小缘家', 'norm': '简弘亦的小缘家', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放姜鹏的兄弟 想你了	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '姜鹏的兄弟想你了', 'norm': '姜鹏的兄弟想你了', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放姜育恒的别让我一个人醉	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '姜育恒的别让我一个人醉', 'norm': '姜育恒的别让我一个人醉', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蒋敦豪的天空之城	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蒋敦豪的天空之城', 'norm': '蒋敦豪的天空之城', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蒋蒋的聚散	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蒋蒋的聚散', 'norm': '蒋蒋的聚散', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放蒋雪儿的说你为什么爱我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蒋雪儿的说你为什么爱', 'norm': '蒋雪儿的说你为什么爱', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放蒋志光的皇后大道东	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '蒋志光的皇后大道东', 'norm': '蒋志光的皇后大道东', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放降央卓玛的西海情歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '降央卓玛的西海', 'norm': '降央卓玛的西海', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"theme":"情歌"}]', 'norm': '[{"theme":"爱情"}]', 'logic': '0', 'paramType': '{"theme":"@sys.entity.MUSIC_TAG_THEME"}', 'code': 0}}

播放金贵晟的虹之间	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金贵晟的虹之间', 'norm': '金贵晟的虹之间', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金海心的那么骄傲	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金海心的那么骄傲', 'norm': '金海心的那么骄傲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金美儿的阿里郎	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金美儿的阿里郎', 'norm': '金美儿的阿里郎', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金玟岐的岁月神偷	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金玟岐的岁月神偷', 'norm': '金玟岐的岁月神偷', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金南玲的逆流成河	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金南玲的逆流成河', 'norm': '金南玲的逆流成河', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金润吉的阿里郎	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金润吉的阿里郎', 'norm': '金润吉的阿里郎', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金莎的星月神话	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '金莎的星月神话', 'norm': '金莎的星月神话', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放金志文的建筑师的梦想	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '建筑师的梦想', 'norm': '建筑师的梦想', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'artists': {'orgin': '[{"artist":"金志文"}]', 'norm': '[{"artist":"金志文"}]', 'logic': '0', 'paramType': '{"artist":"@sys.entity.MUSIC_ARTIST"}', 'code': 0}}

播放井柏然的健康动起来	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '井柏然的健康动起来', 'norm': '井柏然的健康动起来', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放玖月奇迹的冰雪彩虹	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '玖月奇迹的冰雪彩虹', 'norm': '玖月奇迹的冰雪彩虹', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放苦瓜先生的玫瑰	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '苦瓜先生的玫瑰', 'norm': '苦瓜先生的玫瑰', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放筷子兄弟的老男孩	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '筷子兄弟的老男孩', 'norm': '筷子兄弟的老男孩', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放赖伟锋的闹够了没有	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '赖伟锋的闹够了没有', 'norm': '赖伟锋的闹够了没有', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放兰雨的你怎么看	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '兰雨的你怎么看', 'norm': '兰雨的你怎么看', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放老狼的我要你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '老狼', 'norm': '老狼', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放冷漠的我爱你胜过你爱我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '冷漠的我爱你胜过你爱', 'norm': '冷漠的我爱你胜过你爱', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放黎明的今夜你会不会来	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '黎明的今夜你会不会来', 'norm': '黎明的今夜你会不会来', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李代沫的我是不是你最疼爱的人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李代沫的我是不是你最疼爱的人', 'norm': '李代沫的我是不是你最疼爱的人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李行亮的愿得一人心	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李行亮的愿得一人心', 'norm': '李行亮的愿得一人心', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李昊瀚的借他一个明天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李昊瀚的借他一个明天', 'norm': '李昊瀚的借他一个明天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李佳薇的煎熬	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李佳薇的煎熬', 'norm': '李佳薇的煎熬', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李健的贝加尔湖畔	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李健的贝加尔湖畔', 'norm': '李健的贝加尔湖畔', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李俊杰的这么多年了	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李俊杰的这么多年了', 'norm': '李俊杰的这么多年了', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李克勤的红日	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李克勤的红日', 'norm': '李克勤的红日', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李美熹的漂洋过海来看你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李美熹的漂洋过海来看你', 'norm': '李美熹的漂洋过海来看你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李娜的阿里郎	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李娜的阿里郎', 'norm': '李娜的阿里郎', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李琦的金玉良缘	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李琦的金玉良缘', 'norm': '李琦的金玉良缘', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李荣浩的不将就	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李荣浩的不将就', 'norm': '李荣浩的不将就', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李圣杰的手放开	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李圣杰的手放开', 'norm': '李圣杰的手放开', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李炜的诺	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李炜的诺', 'norm': '李炜的诺', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李小璐的Worth It	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李小璐的worth it', 'norm': '李小璐的worth it', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李晓杰的Hello 大叔	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李晓杰的hello大叔', 'norm': '李晓杰的hello大叔', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李易峰的请跟我联络	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李易峰的请跟我联络', 'norm': '李易峰的请跟我联络', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李翊君的雨蝶	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李翊君的雨蝶', 'norm': '李翊君的雨蝶', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李宇春的和你一样	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李宇春的和你一样', 'norm': '李宇春的和你一样', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李玉刚的新贵妃醉酒	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李玉刚的新贵妃醉酒', 'norm': '李玉刚的新贵妃醉酒', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李志的天空之城	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李志的天空之城', 'norm': '李志的天空之城', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李治廷的九月鹰飞	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李治廷的九月鹰飞', 'norm': '李治廷的九月鹰飞', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放李宗盛的给自己的歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '李宗盛的给自己', 'norm': '李宗盛的给自己', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放励阳的你不知道的事	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '励阳的你不知道的事', 'norm': '励阳的你不知道的事', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梁博的北京北京	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梁博的北京北京', 'norm': '梁博的北京北京', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梁朝伟的十年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梁朝伟的十年', 'norm': '梁朝伟的十年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梁剑东的家驹	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梁剑东的家驹', 'norm': '梁剑东的家驹', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梁静茹的暖暖	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梁静茹的暖暖', 'norm': '梁静茹的暖暖', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梁心颐的不遇见	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梁心颐的不遇见', 'norm': '梁心颐的不遇见', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梁咏琪的短发	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梁咏琪的短发', 'norm': '梁咏琪的短发', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放廖伟志的穿过前男友胸前的箭	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '廖伟志的穿过前男友胸前的箭', 'norm': '廖伟志的穿过前男友胸前的箭', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放林峯的爱在记忆中找你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '林峯的爱在记忆中找你', 'norm': '林峯的爱在记忆中找你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放林俊杰的末班车	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '林俊杰的末班车', 'norm': '林俊杰的末班车', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放林隆璇的你那么爱他	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '林隆璇的你那么爱他', 'norm': '林隆璇的你那么爱他', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放林忆莲的盛夏光年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '林忆莲的盛夏光年', 'norm': '林忆莲的盛夏光年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放林宥嘉的让世界毁灭	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '林宥嘉的让世界毁灭', 'norm': '林宥嘉的让世界毁灭', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放林志炫的Writing's On The Wall	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': "林志炫的writing's on the wall", 'norm': "林志炫的writing's on the wall", 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘德华的练习	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '练习', 'norm': '练习', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'artists': {'orgin': '[{"artist":"刘德华"}]', 'norm': '[{"artist":"刘德华"}]', 'logic': '0', 'paramType': '{"artist":"@sys.entity.MUSIC_ARTIST"}', 'code': 0}}

播放刘欢的唱我的歌	RMUSIC_1129	PlayByCategory	{'artist': {'orgin': '刘欢的', 'norm': '刘欢的', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘珂矣的花笺	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘珂矣的花笺', 'norm': '刘珂矣的花笺', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘明湘的漂洋过海来看你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘明湘的漂洋过海来看你', 'norm': '刘明湘的漂洋过海来看你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘瑞琦的每次和你走在路上都会看见一只喵	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘瑞琦的每次和你走在路上都会看见一只喵', 'norm': '刘瑞琦的每次和你走在路上都会看见一只喵', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘若英的后来	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘若英的后来', 'norm': '刘若英的后来', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘思涵的走在冷风中	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘思涵的走在冷风中', 'norm': '刘思涵的走在冷风中', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘涛的最好的时光	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘涛的最好的时光', 'norm': '刘涛的最好的时光', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘维的小丑的烦恼	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘维的小丑的烦恼', 'norm': '刘维的小丑的烦恼', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘惜君的线	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘惜君的线', 'norm': '刘惜君的线', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘一尘的别说爱	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘一尘的别说爱', 'norm': '刘一尘的别说爱', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘亦菲的还在这里	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘亦菲的还在这', 'norm': '刘亦菲的还在这', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘雨潼的等风来	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘雨潼的等风来', 'norm': '刘雨潼的等风来', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放刘玥的未完成的爱恋	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '刘玥的未完成的爱恋', 'norm': '刘玥的未完成的爱恋', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放六月的社会摇之混搭神曲	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '六月的社会摇之混搭神曲', 'norm': '六月的社会摇之混搭神曲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放六哲的让全世界知道我爱你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '六哲的让全世界知道我爱你', 'norm': '六哲的让全世界知道我爱你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放龙飞的爱上爱情爱上你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '龙飞的爱上爱情爱上你', 'norm': '龙飞的爱上爱情爱上你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放龙井说唱的归	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '龙井说唱的归', 'norm': '龙井说唱的归', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放龙梅子的谁都不要说分手	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '龙梅子的谁都不要说分手', 'norm': '龙梅子的谁都不要说分手', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放鹿晗的敢 Roleplay	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '敢roleplay', 'norm': '敢roleplay', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'artists': {'orgin': '[{"artist":"鹿晗"}]', 'norm': '[{"artist":"鹿晗"}]', 'logic': '0', 'paramType': '{"artist":"@sys.entity.MUSIC_ARTIST"}', 'code': 0}}

播放罗大佑的童年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '罗大佑的童年', 'norm': '罗大佑的童年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放马博的菊花爆满山	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '马博的菊花爆满山', 'norm': '马博的菊花爆满山', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放马頔的最后一次看着你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '马頔的最后一次看着你', 'norm': '马頔的最后一次看着你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放马天宇的该死的温柔	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '马天宇的该死的温柔', 'norm': '马天宇的该死的温柔', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放马旭东的再见的理由	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '马旭东的再见的理由', 'norm': '马旭东的再见的理由', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放梅艳芳的一生爱你千百回	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '梅艳芳的一生爱你千百回', 'norm': '梅艳芳的一生爱你千百回', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

